id;Price;RegistrationYear;Power;Brand;Model;VehicleType
1306;8000;2008;122;bmw;1er;sedan
1307;6600;2004;131;audi;a4;wagon
1308;1999;2004;50;smart;forfour;coupe
1309;6950;2003;163;mercedes_benz;e_klasse;sedan
1310;15000;2014;200;peugeot;other;small
1311;13499;2013;140;chevrolet;other;wagon
1312;9600;2007;177;bmw;1er;sedan
1313;2399;2005;116;skoda;fabia;wagon
1314;14200;2009;179;audi;a5;coupe
1315;8999;2011;111;renault;modus;other
1316;2500;1990;0;mercedes_benz;c_klasse;sedan
1317;900;1997;0;audi;a3;small
1318;10990;2007;150;volkswagen;eos;convertible
1319;700;2000;0;opel;astra;
1320;15350;2011;163;bmw;3er;sedan
1321;10800;2010;166;bmw;5er;wagon
1322;6100;2011;90;citroen;berlingo;bus
1323;200;1996;0;volkswagen;polo;small
1324;980;1997;75;volkswagen;golf;sedan
1325;4199;2001;131;volkswagen;passat;wagon
1326;10900;2003;334;audi;a8;sedan
1327;6800;2007;109;mercedes_benz;sprinter;bus
1328;700;1999;0;hyundai;other;wagon
1329;1550;1998;150;audi;a4;wagon
1330;850;1992;45;volkswagen;polo;small
1331;11000;2010;204;bmw;5er;sedan
1332;9700;2011;101;opel;meriva;suv
1333;7500;2008;105;skoda;octavia;wagon
1334;2000;2016;75;renault;clio;
1335;600;2000;60;fiat;punto;small
1336;3950;1999;170;mercedes_benz;e_klasse;sedan
1337;1800;2017;130;volkswagen;golf;
1338;2001;2001;131;audi;a4;wagon
1339;2650;2004;88;peugeot;2_reihe;small
1340;4450;2007;86;seat;ibiza;small
1341;8000;2006;122;bmw;1er;sedan
1342;14499;2010;177;bmw;1er;coupe
1343;1780;2004;70;ford;fiesta;small
1344;5100;2006;140;volkswagen;touran;wagon
1345;0;1994;60;volkswagen;polo;small
1346;1900;1985;0;lancia;other;
1347;1500;1998;122;mercedes_benz;c_klasse;wagon
1348;5750;2006;80;opel;agila;small
1349;15700;2006;224;volkswagen;touareg;suv
1350;7924;1986;150;porsche;other;coupe
1351;4950;2001;131;audi;a4;sedan
1352;0;2001;116;seat;alhambra;bus
1353;12990;2007;235;bmw;5er;sedan
1354;3999;2004;116;volkswagen;golf;sedan
1355;1500;2000;0;seat;ibiza;
1356;0;1999;58;renault;clio;small
1357;1000;1999;75;volkswagen;golf;small
1358;2699;2007;61;smart;fortwo;small
1359;2490;2003;50;volkswagen;lupo;small
1360;450;2016;75;ford;fiesta;
1361;2500;1999;118;bmw;3er;sedan
1362;5450;2004;155;ford;mondeo;wagon
1363;350;1997;116;ford;mondeo;wagon
1364;5200;2009;80;volkswagen;polo;sedan
1365;1500;2017;0;toyota;other;
1366;3500;1997;193;audi;a4;wagon
1367;6750;2006;125;ford;galaxy;bus
1368;4500;2005;98;mitsubishi;other;bus
1369;14990;2013;92;peugeot;2_reihe;wagon
1370;1900;2001;163;mercedes_benz;c_klasse;wagon
1371;1800;2004;102;volkswagen;golf;wagon
1372;12500;2010;143;bmw;x_reihe;sedan
1373;1100;2004;75;renault;twingo;small
1374;980;2001;0;ford;ka;small
1375;18600;2013;140;seat;leon;sedan
1376;200;2000;50;volkswagen;polo;
1377;8900;2006;224;audi;a6;wagon
1378;10500;2005;163;audi;a4;convertible
1379;1550;1998;116;opel;astra;sedan
1380;5200;2001;197;mercedes_benz;s_klasse;sedan
1381;1100;2000;50;ford;fiesta;small
1382;2950;2000;170;bmw;3er;coupe
1383;2350;2018;0;smart;fortwo;
1384;4900;2004;102;audi;a4;sedan
1385;2500;2001;136;bmw;3er;wagon
1386;4990;2002;155;audi;a6;sedan
1387;550;1996;0;ford;escort;convertible
1388;390;1994;75;volkswagen;golf;convertible
1389;1600;2005;113;renault;megane;wagon
1390;2500;2000;136;bmw;3er;sedan
1391;2250;2002;83;honda;jazz;small
1392;1500;2000;115;volkswagen;passat;wagon
1393;0;1995;286;bmw;m_reihe;coupe
1394;7100;2006;163;bmw;1er;sedan
1395;500;1998;75;toyota;other;small
1396;3999;2004;0;mercedes_benz;a_klasse;coupe
1397;1300;1998;90;mercedes_benz;a_klasse;sedan
1398;999;2001;101;audi;a3;sedan
1399;5999;2005;131;volkswagen;transporter;bus
1400;690;1997;0;volkswagen;golf;convertible
1401;850;2000;0;renault;twingo;small
1402;450;1994;0;audi;100;wagon
1403;3450;2005;102;audi;a3;
1404;9599;2005;177;bmw;5er;sedan
1405;1999;2000;115;skoda;octavia;sedan
1406;2800;2002;0;mercedes_benz;c_klasse;sedan
1407;1350;1999;75;peugeot;2_reihe;small
1408;560;2002;50;ford;ka;small
1409;6940;2012;55;renault;twingo;small
1410;1300;1999;75;volkswagen;golf;sedan
1411;1450;2000;116;volkswagen;passat;wagon
1412;3500;1984;125;bmw;5er;sedan
1413;1200;1998;125;ford;other;coupe
1414;3250;2003;102;audi;a3;sedan
1415;5299;2004;150;bmw;3er;coupe
1416;3500;2001;68;volkswagen;transporter;bus
1417;2800;2004;128;fiat;other;bus
1418;5800;2010;86;dacia;duster;suv
